PAKKAUSNRO;AINETUN;AINENIMI
199099;7912;Everolimus
199100;3835;Lauromacrogolum 400
199101;3835;Lauromacrogolum 400
199106;3835;Lauromacrogolum 400
199111;2036;Fluorouracilum
199112;2036;Fluorouracilum
199113;2017;Fluconazolum
199114;2222;Heparinum natricum
199115;2222;Heparinum natricum
199116;10980;Dupilumabum
199123;2305;Ifosfamidum
199124;2303;Idarubicini hydrochloridum
199126;10442;Ganirelixi acetas
199127;10442;Ganirelixi acetas
199128;11746;Sugammadex sodium
199129;11746;Sugammadex sodium
199130;11746;Sugammadex sodium
199131;3950;Povidonum iodinatum
199132;8008;Gadoxetatum dinatricum
199133;11842;Daridorexant hydrochloridum
199134;11842;Daridorexant hydrochloridum
199135;4682;Triamcinoloni acetonidum
199136;5992;Levetiracetamum
199137;5992;Levetiracetamum
199138;5992;Levetiracetamum
199139;5992;Levetiracetamum
199140;5992;Levetiracetamum
199141;5992;Levetiracetamum
199142;2884;Metformini hydrochloridum
199142;11359;Sitagliptinum hydrochloridum monohydricum
199143;2884;Metformini hydrochloridum
199143;11359;Sitagliptinum hydrochloridum monohydricum
199144;2884;Metformini hydrochloridum
199144;11359;Sitagliptinum hydrochloridum monohydricum
199145;5992;Levetiracetamum
199146;5992;Levetiracetamum
199147;5992;Levetiracetamum
199148;2884;Metformini hydrochloridum
199148;11359;Sitagliptinum hydrochloridum monohydricum
199149;2884;Metformini hydrochloridum
199149;11359;Sitagliptinum hydrochloridum monohydricum
199150;2884;Metformini hydrochloridum
199150;11359;Sitagliptinum hydrochloridum monohydricum
199151;2884;Metformini hydrochloridum
199151;11359;Sitagliptinum hydrochloridum monohydricum
199152;2884;Metformini hydrochloridum
199152;11359;Sitagliptinum hydrochloridum monohydricum
199153;2866;Mesnum
199154;5992;Levetiracetamum
199155;5992;Levetiracetamum
199156;5992;Levetiracetamum
199157;2866;Mesnum
199158;2866;Mesnum
199159;2884;Metformini hydrochloridum
199159;11359;Sitagliptinum hydrochloridum monohydricum
199160;2884;Metformini hydrochloridum
199160;11359;Sitagliptinum hydrochloridum monohydricum
199161;2884;Metformini hydrochloridum
199161;11359;Sitagliptinum hydrochloridum monohydricum
199162;2884;Metformini hydrochloridum
199162;11359;Sitagliptinum hydrochloridum monohydricum
199163;2884;Metformini hydrochloridum
199163;11359;Sitagliptinum hydrochloridum monohydricum
199164;2884;Metformini hydrochloridum
199164;11359;Sitagliptinum hydrochloridum monohydricum
199165;2884;Metformini hydrochloridum
199165;11359;Sitagliptinum hydrochloridum monohydricum
199166;2884;Metformini hydrochloridum
199166;11359;Sitagliptinum hydrochloridum monohydricum
199167;11842;Daridorexant hydrochloridum
199168;11842;Daridorexant hydrochloridum
199170;9256;Fingolimodi hydrochloridum
199171;9256;Fingolimodi hydrochloridum
199182;9308;Pirfenidonum
199183;9308;Pirfenidonum
199184;9308;Pirfenidonum
199185;9308;Pirfenidonum
199186;9308;Pirfenidonum
199187;9308;Pirfenidonum
199188;9308;Pirfenidonum
199189;9308;Pirfenidonum
199190;9308;Pirfenidonum
199191;9308;Pirfenidonum
199192;9308;Pirfenidonum
199193;9308;Pirfenidonum
199194;9308;Pirfenidonum
199195;9308;Pirfenidonum
199196;9308;Pirfenidonum
199197;9308;Pirfenidonum
199198;9308;Pirfenidonum
199199;9308;Pirfenidonum
199200;9308;Pirfenidonum
199201;9308;Pirfenidonum
199202;9308;Pirfenidonum
199203;9308;Pirfenidonum
199205;9308;Pirfenidonum
199207;9308;Pirfenidonum
199208;2884;Metformini hydrochloridum
199208;11281;Sitagliptinum
199209;2884;Metformini hydrochloridum
199209;11281;Sitagliptinum
199210;2884;Metformini hydrochloridum
199210;11281;Sitagliptinum
199211;2884;Metformini hydrochloridum
199211;11281;Sitagliptinum
199212;2884;Metformini hydrochloridum
199212;11281;Sitagliptinum
199213;2884;Metformini hydrochloridum
199213;11281;Sitagliptinum
199214;2884;Metformini hydrochloridum
199214;11281;Sitagliptinum
199215;2884;Metformini hydrochloridum
199215;11281;Sitagliptinum
199216;2884;Metformini hydrochloridum
199216;11281;Sitagliptinum
199217;2884;Metformini hydrochloridum
199217;11281;Sitagliptinum
199218;2884;Metformini hydrochloridum
199218;11281;Sitagliptinum
199219;2884;Metformini hydrochloridum
199219;11281;Sitagliptinum
199220;2884;Metformini hydrochloridum
199220;11281;Sitagliptinum
199221;2884;Metformini hydrochloridum
199221;11281;Sitagliptinum
199222;2884;Metformini hydrochloridum
199222;11281;Sitagliptinum
199223;2884;Metformini hydrochloridum
199223;11281;Sitagliptinum
199226;4524;Teicoplaninum
199227;10816;Pemetrexedum dinatricum hemipentahydricum
199228;10816;Pemetrexedum dinatricum hemipentahydricum
199229;10816;Pemetrexedum dinatricum hemipentahydricum
199230;9308;Pirfenidonum
199231;9308;Pirfenidonum
199232;9308;Pirfenidonum
199233;9308;Pirfenidonum
199234;9308;Pirfenidonum
199235;9308;Pirfenidonum
199236;9308;Pirfenidonum
199237;9308;Pirfenidonum
199239;9308;Pirfenidonum
199240;9308;Pirfenidonum
199241;9308;Pirfenidonum
199242;9308;Pirfenidonum
199243;9308;Pirfenidonum
199244;9308;Pirfenidonum
199245;9308;Pirfenidonum
199246;9308;Pirfenidonum
199247;9308;Pirfenidonum
199248;9308;Pirfenidonum
199249;9308;Pirfenidonum
199252;9308;Pirfenidonum
199253;9308;Pirfenidonum
199254;9308;Pirfenidonum
199255;9308;Pirfenidonum
199256;9308;Pirfenidonum
199257;9308;Pirfenidonum
199258;9308;Pirfenidonum
199259;9308;Pirfenidonum
199260;9308;Pirfenidonum
199261;9308;Pirfenidonum
199262;9308;Pirfenidonum
199263;9308;Pirfenidonum
199264;9308;Pirfenidonum
199265;9308;Pirfenidonum
199266;9308;Pirfenidonum
199267;9308;Pirfenidonum
199268;9308;Pirfenidonum
199271;10021;Ivacaftorum
199271;11081;Tezacaftorum
199271;11387;Elexacaftorum
199276;10429;Secukinumabum
199277;10429;Secukinumabum
199278;5955;Etanerceptum
199279;11757;Azithromycin dihydratum
199280;11464;Relugolixum
199281;10832;Betulae corticis extractum siccum raffinatum (5-10:1)
199282;10832;Betulae corticis extractum siccum raffinatum (5-10:1)
199283;8640;Rivaroxabanum
199284;8640;Rivaroxabanum
199285;8640;Rivaroxabanum
199286;8640;Rivaroxabanum
199287;8640;Rivaroxabanum
199288;8640;Rivaroxabanum
199289;8640;Rivaroxabanum
199290;8640;Rivaroxabanum
199291;8640;Rivaroxabanum
199292;8640;Rivaroxabanum
199293;8640;Rivaroxabanum
199294;2301;Ibuprofenum
199295;8640;Rivaroxabanum
199296;8640;Rivaroxabanum
199297;8640;Rivaroxabanum
199298;8640;Rivaroxabanum
199299;8640;Rivaroxabanum
199300;8640;Rivaroxabanum
199301;8640;Rivaroxabanum
199302;8640;Rivaroxabanum
199303;8640;Rivaroxabanum
199304;8640;Rivaroxabanum
199305;8640;Rivaroxabanum
199306;8640;Rivaroxabanum
199307;7180;Levosimendanum
199308;7594;Valganciclovirum hydrochloridum
199309;11855;Difelikefalin acetate
199310;11855;Difelikefalin acetate
199311;1739;Estradiolum hemihydricum
199312;7436;Teriparatidum
199313;7436;Teriparatidum
199345;11892;Enfortumab vedotin
199346;11892;Enfortumab vedotin
199347;1897;Factor VIII coagulationis humanus
199347;8135;Factor von Willebrand coagulationes humanus
199349;1897;Factor VIII coagulationis humanus
199349;8135;Factor von Willebrand coagulationes humanus
199351;1897;Factor VIII coagulationis humanus
199351;8135;Factor von Willebrand coagulationes humanus
199352;8132;Calcii gluconas ad iniectabile
199353;1337;Cyproteroni acetas
199353;1754;Ethinylestradiolum
199388;7904;Duloxetini hydrochloridum
199389;7904;Duloxetini hydrochloridum
199390;7904;Duloxetini hydrochloridum
199391;7904;Duloxetini hydrochloridum
199392;7904;Duloxetini hydrochloridum
199393;7904;Duloxetini hydrochloridum
199394;7904;Duloxetini hydrochloridum
199395;7904;Duloxetini hydrochloridum
199396;7904;Duloxetini hydrochloridum
199397;334;Alprostadilum
199398;334;Alprostadilum
199404;1196;Clozapinum
199405;1196;Clozapinum
199406;1196;Clozapinum
199407;1396;Dexamethasoni natrii phosphas
199409;4653;Tobramycinum
199410;4653;Tobramycinum
199411;4653;Tobramycinum
199412;4653;Tobramycinum
199413;2253;Hydrochlorothiazidum
199413;5633;Candesartanum cilexetilum
199414;11927;Regdanvimabum
199426;2861;Meropenemum trihydricum
199428;1971;Finasteridum
199429;1971;Finasteridum
199430;2854;Mepivacaini hydrochloridum
199431;2884;Metformini hydrochloridum
199432;2884;Metformini hydrochloridum
199433;2884;Metformini hydrochloridum
199434;2884;Metformini hydrochloridum
199435;2884;Metformini hydrochloridum
199436;2884;Metformini hydrochloridum
199437;2884;Metformini hydrochloridum
199438;2884;Metformini hydrochloridum
199439;2884;Metformini hydrochloridum
199440;2884;Metformini hydrochloridum
199441;2884;Metformini hydrochloridum
199442;2884;Metformini hydrochloridum
199443;2884;Metformini hydrochloridum
199444;2884;Metformini hydrochloridum
199445;2884;Metformini hydrochloridum
199446;2884;Metformini hydrochloridum
199447;2884;Metformini hydrochloridum
199448;2884;Metformini hydrochloridum
199449;2884;Metformini hydrochloridum
199450;2884;Metformini hydrochloridum
199451;2884;Metformini hydrochloridum
199452;2884;Metformini hydrochloridum
199453;2884;Metformini hydrochloridum
199454;2884;Metformini hydrochloridum
199455;2884;Metformini hydrochloridum
199456;2884;Metformini hydrochloridum
199457;2884;Metformini hydrochloridum
199458;2884;Metformini hydrochloridum
199459;2884;Metformini hydrochloridum
199460;2884;Metformini hydrochloridum
199461;2884;Metformini hydrochloridum
199462;2884;Metformini hydrochloridum
199463;2884;Metformini hydrochloridum
199464;2884;Metformini hydrochloridum
199465;2884;Metformini hydrochloridum
199466;2884;Metformini hydrochloridum
199467;2884;Metformini hydrochloridum
199468;2884;Metformini hydrochloridum
199469;2884;Metformini hydrochloridum
199470;2884;Metformini hydrochloridum
199471;2884;Metformini hydrochloridum
199472;2884;Metformini hydrochloridum
199473;8131;Hexaminolevulinas hydrochloridum
199474;8131;Hexaminolevulinas hydrochloridum
199475;5404;Hyoscini butylbromidum
199476;4176;Riluzolum
199477;4176;Riluzolum
199478;4176;Riluzolum
199482;3289;Nifedipinum
199483;425;Amphotericinum b (liposom.)
199485;2320;Immunoglobulinum humanum normale
199486;2320;Immunoglobulinum humanum normale
199487;2320;Immunoglobulinum humanum normale
199488;2320;Immunoglobulinum humanum normale
199489;2320;Immunoglobulinum humanum normale
199490;2320;Immunoglobulinum humanum normale
199491;2320;Immunoglobulinum humanum normale
199492;2320;Immunoglobulinum humanum normale
199493;2320;Immunoglobulinum humanum normale
199494;2320;Immunoglobulinum humanum normale
199495;2320;Immunoglobulinum humanum normale
199496;7912;Everolimus
199497;7912;Everolimus
199498;2064;Fosfomycinum dinatricum
199499;7912;Everolimus
199500;7912;Everolimus
199501;7912;Everolimus
199502;7912;Everolimus
199505;7912;Everolimus
199506;2575;Lamotriginum
199507;2575;Lamotriginum
199508;2575;Lamotriginum
199509;2575;Lamotriginum
199510;2575;Lamotriginum
199511;2575;Lamotriginum
199512;2575;Lamotriginum
199513;2575;Lamotriginum
199514;2575;Lamotriginum
199515;2575;Lamotriginum
199516;2575;Lamotriginum
199517;2575;Lamotriginum
199518;2575;Lamotriginum
199519;2575;Lamotriginum
199520;2575;Lamotriginum
199521;2575;Lamotriginum
199522;2575;Lamotriginum
199523;2575;Lamotriginum
199524;2575;Lamotriginum
199525;2575;Lamotriginum
199526;2575;Lamotriginum
199527;2575;Lamotriginum
199528;2575;Lamotriginum
199529;2575;Lamotriginum
199530;2575;Lamotriginum
199531;2575;Lamotriginum
199532;2575;Lamotriginum
199533;2575;Lamotriginum
199534;2575;Lamotriginum
199535;2575;Lamotriginum
199536;2575;Lamotriginum
199537;2575;Lamotriginum
199538;2575;Lamotriginum
199539;2575;Lamotriginum
199540;2575;Lamotriginum
199541;2575;Lamotriginum
199542;2575;Lamotriginum
199543;2575;Lamotriginum
199544;2575;Lamotriginum
199545;2575;Lamotriginum
199546;2575;Lamotriginum
199547;2575;Lamotriginum
199548;2575;Lamotriginum
199549;2575;Lamotriginum
199550;2575;Lamotriginum
199551;2575;Lamotriginum
199552;2575;Lamotriginum
199553;2575;Lamotriginum
199557;7803;Thalidomidum
199558;8758;Clostridium botulinum type A neurotoxin (150 kD)
199559;10130;Bosentanum monohydricum
199601;3546;Oxycodoni hydrochloridum
199606;6455;Mifepristonum
199640;3364;Olanzapinum
199641;8314;Ranibizumabum
199642;10880;Ocrelizumab
199643;10741;Reslizumabum
199644;7240;Dienogestum
199645;7240;Dienogestum
199647;7446;Pegfilgrastimun
199648;11303;Trientini dihydrochloridum
199649;10880;Ocrelizumab
199650;11651;Isavuconazolum
199651;11181;Lanadelumabum
199652;8328;Certolizumabum pegolum
199653;5802;Temozolomidum
199654;8052;Cinacalcetum hydrochloridum
199674;7014;Melatoninum
199675;7014;Melatoninum
199676;7014;Melatoninum
199677;7014;Melatoninum
199679;7014;Melatoninum
199680;7014;Melatoninum
199681;7014;Melatoninum
199682;7014;Melatoninum
199683;7014;Melatoninum
199684;7014;Melatoninum
199686;7014;Melatoninum
199687;7014;Melatoninum
199688;7014;Melatoninum
199689;7014;Melatoninum
199691;7014;Melatoninum
199692;7014;Melatoninum
199693;7014;Melatoninum
199694;7014;Melatoninum
199697;2948;Methylprednisolonum
199703;11936;Capmatinib dihydrochloride monohydrate 
199704;11936;Capmatinib dihydrochloride monohydrate 
199705;11936;Capmatinib dihydrochloride monohydrate 
199706;11936;Capmatinib dihydrochloride monohydrate 
199708;4673;Tramadoli hydrochloridum
199709;4673;Tramadoli hydrochloridum
199710;4673;Tramadoli hydrochloridum
199711;4673;Tramadoli hydrochloridum
199712;11940;Melphalanum flufenamidum hydrochloridum
199717;7615;Tiotropii bromidum monohydricum
199718;8238;Alpha-1 Proteinase inhibitor
199719;8238;Alpha-1 Proteinase inhibitor
199720;2422;Ivermectinum
199721;2422;Ivermectinum
199722;2422;Ivermectinum
199723;2422;Ivermectinum
199724;2422;Ivermectinum
199731;2422;Ivermectinum
199732;2352;Insulinum lispro
199733;2352;Insulinum lispro
199736;8278;Dasatinibum
199737;5994;Trastuzumabum
199738;9337;Cabazitaxelum
199743;10513;Edoxaban tosilate
199744;11148;Sunitinibum
199745;8220;Lenalidomidum
199746;8220;Lenalidomidum
199747;8220;Lenalidomidum
199748;11148;Sunitinibum
199749;11148;Sunitinibum
199750;11148;Sunitinibum
199751;11707;Adenovirus serotype 26 vector encoding SARS-CoV-2 spike protein
199760;8530;Clopidogreli hydrogenosulfas
199761;8530;Clopidogreli hydrogenosulfas
199762;8530;Clopidogreli hydrogenosulfas
199763;8530;Clopidogreli hydrogenosulfas
199764;8530;Clopidogreli hydrogenosulfas
199765;8530;Clopidogreli hydrogenosulfas
199773;8530;Clopidogreli hydrogenosulfas
199774;8530;Clopidogreli hydrogenosulfas
199775;8530;Clopidogreli hydrogenosulfas
199776;8530;Clopidogreli hydrogenosulfas
199777;8530;Clopidogreli hydrogenosulfas
199778;8530;Clopidogreli hydrogenosulfas
199779;8530;Clopidogreli hydrogenosulfas
199780;8530;Clopidogreli hydrogenosulfas
199781;8530;Clopidogreli hydrogenosulfas
199782;8530;Clopidogreli hydrogenosulfas
199783;8530;Clopidogreli hydrogenosulfas
199784;8530;Clopidogreli hydrogenosulfas
199785;8530;Clopidogreli hydrogenosulfas
199786;8530;Clopidogreli hydrogenosulfas
199787;8530;Clopidogreli hydrogenosulfas
199788;8530;Clopidogreli hydrogenosulfas
199789;8530;Clopidogreli hydrogenosulfas
199790;8530;Clopidogreli hydrogenosulfas
199791;8530;Clopidogreli hydrogenosulfas
199792;8530;Clopidogreli hydrogenosulfas
199793;8530;Clopidogreli hydrogenosulfas
199794;8530;Clopidogreli hydrogenosulfas
199795;8530;Clopidogreli hydrogenosulfas
199796;8530;Clopidogreli hydrogenosulfas
199797;8530;Clopidogreli hydrogenosulfas
199798;8530;Clopidogreli hydrogenosulfas
199799;8530;Clopidogreli hydrogenosulfas
199800;8530;Clopidogreli hydrogenosulfas
199801;8530;Clopidogreli hydrogenosulfas
199802;8530;Clopidogreli hydrogenosulfas
199803;8530;Clopidogreli hydrogenosulfas
199804;8530;Clopidogreli hydrogenosulfas
199805;8530;Clopidogreli hydrogenosulfas
199806;8530;Clopidogreli hydrogenosulfas
199807;8530;Clopidogreli hydrogenosulfas
199808;8530;Clopidogreli hydrogenosulfas
199809;8530;Clopidogreli hydrogenosulfas
199810;8530;Clopidogreli hydrogenosulfas
199811;8530;Clopidogreli hydrogenosulfas
199812;8530;Clopidogreli hydrogenosulfas
199813;8530;Clopidogreli hydrogenosulfas
199814;8530;Clopidogreli hydrogenosulfas
199815;8530;Clopidogreli hydrogenosulfas
199824;588;Baclofenum
199825;588;Baclofenum
199826;588;Baclofenum
199827;588;Baclofenum
199829;5228;Valsartanum
199837;11417;Icatibantum acetas
199838;11417;Icatibantum acetas
199848;4857;Vinorelbini tartras
199849;4857;Vinorelbini tartras
199850;4857;Vinorelbini tartras
199851;4857;Vinorelbini tartras
199852;4857;Vinorelbini tartras
199853;4857;Vinorelbini tartras
199854;4857;Vinorelbini tartras
199855;4857;Vinorelbini tartras
199856;4857;Vinorelbini tartras
199857;4857;Vinorelbini tartras
199858;4857;Vinorelbini tartras
199859;4857;Vinorelbini tartras
199860;8851;Mepolizumabum
199861;8851;Mepolizumabum
199864;9852;Abirateroni acetas
199865;9852;Abirateroni acetas
199866;9852;Abirateroni acetas
199867;9852;Abirateroni acetas
199868;9852;Abirateroni acetas
199869;9852;Abirateroni acetas
199870;9852;Abirateroni acetas
199871;9852;Abirateroni acetas
199875;7800;Adalimumabum
199878;7800;Adalimumabum
199885;9256;Fingolimodi hydrochloridum
199886;9256;Fingolimodi hydrochloridum
199887;9256;Fingolimodi hydrochloridum
199888;9256;Fingolimodi hydrochloridum
199889;9256;Fingolimodi hydrochloridum
199891;9256;Fingolimodi hydrochloridum
199892;9256;Fingolimodi hydrochloridum
199893;11601;Filgotinibi maleas
199894;7791;Peginterferonum alfa-2a
199899;3584;Paracetamolum
199900;3584;Paracetamolum
199901;3584;Paracetamolum
199902;3584;Paracetamolum
199903;3584;Paracetamolum
199904;3584;Paracetamolum
199905;3584;Paracetamolum
199906;7791;Peginterferonum alfa-2a
199907;8755;Vinflunini ditartras
199908;8755;Vinflunini ditartras
199909;9866;Teduglutidum
199910;3584;Paracetamolum
199911;3584;Paracetamolum
199912;3584;Paracetamolum
199913;3584;Paracetamolum
199914;3584;Paracetamolum
199915;9866;Teduglutidum
199916;5657;Basiliximabum
199917;10590;Pegaspargasum
199918;10641;Neisseria meningitidis A polysaccharide,tetanus toxoid conjugate
199918;10642;Neisseria meningitidis C polysaccharide,tetanus toxoid conjugate
199918;10643;Neisseria meningitidis W135 polysaccharide,tetanus toxoid conjug
199918;10644;Neisseria meningitidis Y polysaccharide,tetanus toxoid conjugate
199919;2884;Metformini hydrochloridum
199919;8360;Vildagliptinum
199921;2884;Metformini hydrochloridum
199921;8360;Vildagliptinum
199955;1386;Desogestrelum
199958;11028;Ropeginterferonum alfa-2b
199960;7906;Fulvestrantum
199961;11651;Isavuconazolum
199962;2050;Fluticasoni propionas
199962;4223;Salmeteroli xinafoas
199963;9926;Afliberceptum
199964;2050;Fluticasoni propionas
199964;4223;Salmeteroli xinafoas
199965;2050;Fluticasoni propionas
199965;4223;Salmeteroli xinafoas
199966;2050;Fluticasoni propionas
199966;4223;Salmeteroli xinafoas
199967;11411;Baloxavirum marboxilum
199968;2050;Fluticasoni propionas
199968;4223;Salmeteroli xinafoas
199969;2050;Fluticasoni propionas
199969;4223;Salmeteroli xinafoas
199970;2050;Fluticasoni propionas
199970;4223;Salmeteroli xinafoas
199971;2050;Fluticasoni propionas
199971;4223;Salmeteroli xinafoas
199972;7791;Peginterferonum alfa-2a
199973;2050;Fluticasoni propionas
199973;4223;Salmeteroli xinafoas
199974;2050;Fluticasoni propionas
199974;4223;Salmeteroli xinafoas
199975;2050;Fluticasoni propionas
199975;4223;Salmeteroli xinafoas
199976;2050;Fluticasoni propionas
199976;4223;Salmeteroli xinafoas
199977;7791;Peginterferonum alfa-2a
199978;4603;Thiotepum
199979;4603;Thiotepum
199980;1396;Dexamethasoni natrii phosphas
199981;7304;Arseni trioxydum
199991;8328;Certolizumabum pegolum
199992;8328;Certolizumabum pegolum
199997;13137;Pantoprazole sodium sesquihydrate
199999;13137;Pantoprazole sodium sesquihydrate
200005;1396;Dexamethasoni natrii phosphas
200010;13137;Pantoprazole sodium sesquihydrate
200011;13137;Pantoprazole sodium sesquihydrate
200012;13137;Pantoprazole sodium sesquihydrate
200013;13137;Pantoprazole sodium sesquihydrate
200014;13137;Pantoprazole sodium sesquihydrate
200016;13137;Pantoprazole sodium sesquihydrate
200017;13137;Pantoprazole sodium sesquihydrate
200018;13137;Pantoprazole sodium sesquihydrate
200019;13137;Pantoprazole sodium sesquihydrate
200020;2055;Follitropinum alfa
200021;2055;Follitropinum alfa
200022;2055;Follitropinum alfa
200055;7446;Pegfilgrastimun
200056;10601;Lenvatinibi mesylas
200057;7800;Adalimumabum
200058;5506;Imiquimodum
200059;12031;Ciltacabtagene autoleucel
200061;1396;Dexamethasoni natrii phosphas
200062;1396;Dexamethasoni natrii phosphas
200063;1396;Dexamethasoni natrii phosphas
200066;7800;Adalimumabum
200067;11037;Brexpiprazolum
200068;8302;Alglucosidasum alfa
200069;5994;Trastuzumabum
200069;10032;Pertuzumabum
200070;8816;Amifampridini phosphas
200071;8816;Amifampridini phosphas
200072;8816;Amifampridini phosphas
200073;5994;Trastuzumabum
200073;10032;Pertuzumabum
200074;1114;Ciclosporinum
200075;5802;Temozolomidum
200076;5802;Temozolomidum
200077;7938;Aripiprazolum
200078;8277;Darunaviri ethanolas
200078;10111;Cobicistatum
200079;8755;Vinflunini ditartras
200080;8755;Vinflunini ditartras
200081;10880;Ocrelizumab
200086;1231;Colecalciferolum
200087;7791;Peginterferonum alfa-2a
200088;11028;Ropeginterferonum alfa-2b
200089;10109;Acidum zoledronicum monohydricum
200090;7219;Parecoxibum natricum
200091;11651;Isavuconazolum
200092;3364;Olanzapinum
200093;9093;Conestatum alfa
200094;11651;Isavuconazolum
200095;4603;Thiotepum
200096;10661;Tenofovirum alafenamidum
200097;7902;Emtricitabinum
200097;10961;Tenofoviri alafenamidi fumaras
200097;12151;Bictegravir sodium
200098;7902;Emtricitabinum
200098;9778;Rilpivirini hydrochloridum
200098;10661;Tenofovirum alafenamidum
200099;9926;Afliberceptum
200100;5657;Basiliximabum
200101;7219;Parecoxibum natricum
200102;7791;Peginterferonum alfa-2a
200103;7791;Peginterferonum alfa-2a
200107;680;Betamethasoni dipropionas
200107;7514;Calcipotriolum hydricum
200108;2261;Hydrocortisonum
200109;13137;Pantoprazole sodium sesquihydrate
200110;13137;Pantoprazole sodium sesquihydrate
200111;2261;Hydrocortisonum
200112;2261;Hydrocortisonum
200113;13137;Pantoprazole sodium sesquihydrate
200114;2261;Hydrocortisonum
200115;13137;Pantoprazole sodium sesquihydrate
200116;13137;Pantoprazole sodium sesquihydrate
200117;13137;Pantoprazole sodium sesquihydrate
200118;1282;Crisantaspasum
200119;7800;Adalimumabum
200120;7800;Adalimumabum
200121;7800;Adalimumabum
200122;7800;Adalimumabum
200123;11028;Ropeginterferonum alfa-2b
200124;7800;Adalimumabum
200125;7800;Adalimumabum
200126;7800;Adalimumabum
200127;7800;Adalimumabum
200131;11417;Icatibantum acetas
200134;7800;Adalimumabum
200135;7800;Adalimumabum
200137;7800;Adalimumabum
200141;7800;Adalimumabum
200145;2160;Glycopyrronii bromidum
200146;2884;Metformini hydrochloridum
200146;11359;Sitagliptinum hydrochloridum monohydricum
200147;2884;Metformini hydrochloridum
200147;11359;Sitagliptinum hydrochloridum monohydricum
200148;2884;Metformini hydrochloridum
200148;11359;Sitagliptinum hydrochloridum monohydricum
200149;2884;Metformini hydrochloridum
200149;11359;Sitagliptinum hydrochloridum monohydricum
200150;2884;Metformini hydrochloridum
200150;11359;Sitagliptinum hydrochloridum monohydricum
200151;2884;Metformini hydrochloridum
200151;11359;Sitagliptinum hydrochloridum monohydricum
200152;2884;Metformini hydrochloridum
200152;11359;Sitagliptinum hydrochloridum monohydricum
200153;2884;Metformini hydrochloridum
200153;11359;Sitagliptinum hydrochloridum monohydricum
200154;2884;Metformini hydrochloridum
200154;11359;Sitagliptinum hydrochloridum monohydricum
200155;2884;Metformini hydrochloridum
200155;11359;Sitagliptinum hydrochloridum monohydricum
200156;2884;Metformini hydrochloridum
200156;11359;Sitagliptinum hydrochloridum monohydricum
200157;2884;Metformini hydrochloridum
200157;11359;Sitagliptinum hydrochloridum monohydricum
200158;2884;Metformini hydrochloridum
200158;11359;Sitagliptinum hydrochloridum monohydricum
200159;2884;Metformini hydrochloridum
200159;11359;Sitagliptinum hydrochloridum monohydricum
200160;2884;Metformini hydrochloridum
200160;11359;Sitagliptinum hydrochloridum monohydricum
200161;2884;Metformini hydrochloridum
200161;11359;Sitagliptinum hydrochloridum monohydricum
200162;4597;Thiopentalum natricum
200163;4597;Thiopentalum natricum
200164;4597;Thiopentalum natricum
200165;4597;Thiopentalum natricum
200166;4597;Thiopentalum natricum
200167;4597;Thiopentalum natricum
200168;4597;Thiopentalum natricum
200169;4597;Thiopentalum natricum
200170;9256;Fingolimodi hydrochloridum
200171;12038;Sotrovimab
200176;8640;Rivaroxabanum
200177;8640;Rivaroxabanum
200178;8640;Rivaroxabanum
200179;8640;Rivaroxabanum
200180;8640;Rivaroxabanum
200181;8640;Rivaroxabanum
200182;8640;Rivaroxabanum
200184;8640;Rivaroxabanum
200185;8640;Rivaroxabanum
200187;8640;Rivaroxabanum
200188;8640;Rivaroxabanum
200189;8640;Rivaroxabanum
200190;8640;Rivaroxabanum
200191;8640;Rivaroxabanum
200192;8640;Rivaroxabanum
200193;8640;Rivaroxabanum
200194;8640;Rivaroxabanum
200195;8640;Rivaroxabanum
200196;8640;Rivaroxabanum
200197;8640;Rivaroxabanum
200198;8640;Rivaroxabanum
200199;8640;Rivaroxabanum
200200;8640;Rivaroxabanum
200201;8640;Rivaroxabanum
200202;8640;Rivaroxabanum
200203;8640;Rivaroxabanum
200204;8640;Rivaroxabanum
200207;8640;Rivaroxabanum
200208;8640;Rivaroxabanum
200209;8640;Rivaroxabanum
200210;8640;Rivaroxabanum
200211;8640;Rivaroxabanum
200212;8640;Rivaroxabanum
200213;8640;Rivaroxabanum
200214;8640;Rivaroxabanum
200215;8640;Rivaroxabanum
200216;8640;Rivaroxabanum
200217;8640;Rivaroxabanum
200218;8640;Rivaroxabanum
200219;8640;Rivaroxabanum
200221;8640;Rivaroxabanum
200223;8640;Rivaroxabanum
200224;8640;Rivaroxabanum
200225;8640;Rivaroxabanum
200226;8640;Rivaroxabanum
200227;8640;Rivaroxabanum
200228;8640;Rivaroxabanum
200229;8640;Rivaroxabanum
200230;8640;Rivaroxabanum
200231;8640;Rivaroxabanum
200232;8640;Rivaroxabanum
200233;8640;Rivaroxabanum
200235;8640;Rivaroxabanum
200236;8640;Rivaroxabanum
200237;8640;Rivaroxabanum
200238;8640;Rivaroxabanum
200239;8640;Rivaroxabanum
200240;8640;Rivaroxabanum
200241;8640;Rivaroxabanum
200242;8640;Rivaroxabanum
200243;8640;Rivaroxabanum
200244;8640;Rivaroxabanum
200245;8640;Rivaroxabanum
200246;8640;Rivaroxabanum
200247;8640;Rivaroxabanum
200248;8640;Rivaroxabanum
200249;8640;Rivaroxabanum
200251;8640;Rivaroxabanum
200252;8640;Rivaroxabanum
200253;8640;Rivaroxabanum
200254;8640;Rivaroxabanum
